user_id,rec
46,"[ 1029743   899624  8090440  5568729  8090537  5568197  1022097  1115175
   998119   865528  1072968   854405   852856   835278  1105488  1127831
   999104   857503   960732   866211   909714  1122358   850102   961979
   882247   834117   999250  1046587   823704   878996  1068719   913210
   901062  5569230   933835   919423   880150   937292   892531  1056509
  1004906   916122  1041796 12810393  1087102 12810391  5569471  1074754
  5569845   908318  1042438   912704   957736  6534480   957951 12810422
  5568489  1075214   839419  1035676  8090532 12811532  1133254   847573
  1053754   930118   952163   865174   954966  1135222  1070497  1023720
   906923   965267   824758  1126899   933637  1127179   856827   941361
  6034857  1046545   834826  7139529  1020581  1051211   865456   825994
  8090521   846417   883003  6534077   828106  5569374   970747   838186
   865705  8090509  8090513   845307]"
47,"[  883932   872137   965766  1044078   885290   999104   844179   916122
   854852   866211  5569230   940947   986912  8090537  6534077   999858
   846417  9553288 12262778   957736   859427   859191  1127831  1046756
 12731436  1023720   999714   838186  1022097   944534  1055503 12301109
  8203834  1127179   891961  5568489 12301100  5569845  1072968   934399
   874972   998119   948086   827656   865528   957951  7168026   892531
  1100972  5568378  1051211  1071342   919423   880150   906923   961979
  1131488  1006184  1115175   995965  7139529  1081177   930118   861279
   832678   912704  1042438  1076056   993638   852856 10149640 12301073
   908318  1115576  9835509  1009187   849202 12301839  8090509  1070702
  1000753 12301405  9245106   910473   850102 12731714   985999  6534480
  1087102  5568447 12262978   823721   878996  1128016   902172 12262830
  1138443  5568729  8090521   968072]"
49,"[  933835  1087102   883003  1027168  1070820  1004906  1126899  1074333
  5569471   863447  1024306   823704   874972   916122  1106523  1029743
  1068719  1138443  1044078  8090532  8090440   844179   971922  1132771
 12810393  8090536  5585510   912704   852856   825343  1043751   999858
   854405  1018740   976199   871756   834117 12301405  5591170  1022097
   828106   835973   845307   908318   878996   957736   885863 12349795
  1112238 12384775  1044759  1000753   871611  6534030  1042544  1028995
  5981072   866755 13506200  6442594   952163   965267  1072799   986912
   899624  8020001   854852  6034857   913210 12263692  1124432  1103105
   847573   896613   823721   880150 12810391   944534  8090537   819978
  1127716   839419  9245106  1137775  1070702   948650  5592888   848029
  1070845   831628  8090521   966684   827656  1082212   893018   968072
  1075214   916993   940947   953561]"
50,"[ 1106523   910473   849202  1029743  1075368  1102416   830503  6514160
   838186   965772  1081177  1006184   892573   885290   909714   883932
   965766  1067695   894439 12171656   916122  1013928   923670  6602697
  5568729  1098284   907631   835098  1127831  9835509   925862  5587656
   914318  1127716   892531  1046587   944139  1101706   878996  6602729
   856942  1000237  7442008  1034176  1042438  1043494  1050851  1082212
   948670  1065538   947201   931255  1021116   946839  5568447   839656
   930118   859154   997796  9707240  7441210 13506200  1012587  8293447
  8273833   998119  1074754   824180  1115175  7139529   908283   878285
  1070272  1135258  7168026  1071342 12301405   835530  6534480   982790
   999198   948086  1083446  1072968   902172  6534077 12302069  6534035
  1013167   887102   906844   846417  5569374  1068292  9553288  8020001
   996070  6552253   965267  1025535]"
51,"[  965766  1070272  1028995  1012587   893018  1082185  1029743   899624
  1101010   916122   986912  1044078  1004906   883003   885290  1087102
  1075214   844179  5569327   993638  1043787   971922  1132771  1072523
  1082212  1043751   947201  9677236   917816  1113111   999714  6534077
   823704 12301405  1119761   902172  1018740   885863 12349795   861279
   882247  1123842   887474   921504  1071342   902094   904129  1020581
   952163   824758  1070497  6442594   983584   866355   990797  9553397
   933835   998444   892573  1133254   906838  1131438   839419   909714
  1023720  1081177  9553288  5568378   910032  1103105   999858  8090537
   910473 12811532   897954   961979  9833277  1128240  1124432   985999
 12384775  1123022 12810393   935317   845307   866755  1138443   857503
  1137775   982790   908318  1070845   871756  1068292   934639   999250
 12301100   831628   948670  5569471]"
52,"[ 1106523  1068719   865705  1105301  1127831   880427   857503  1081177
   972665   825365  1004906   832678   995478  1074754   904997  1029743
  1044078   925862   944836  5569230  1136719  1051211   854852  1137775
   940947   882247  1026118  1024306  1055425   823721  1062002   991223
  1018740  1021324   957951  1112238 12811532   944137  1119405  1132771
   999104   999198 12810393  5585510  1080853   902094   824758  1046545
  1070497  5592888  7024990  1020581  1075368   854754  9242918   990797
  1038663   901062   899624  1101010   933835   951412  6034857  1040807
  1043751  5578547  8090521   965842  1105488  1022097  1005274  1062128
 12731436  1135476   893018  1115175   999714 12810422   833724   825994
   892531   903800  1137346   819978   910032   845307  1057102  1102067
   999270  1042438   982469   834117  1000237  8090509  1101706   868683
   848029  1056509   998444  5569845]"
53,"[ 1087102  6034857   854405  5569471   999858   844179  1044078   916122
   995965  5585510 12301100 12301109   857503  1006184  6534077  1038985
   859427   839419   910473  1044759  5592888  6442594  9553288  8203834
  1126899  1029743  1068719   893018  1055504   904129   866355  8177622
   852856   952163   854852  5569327  1101706  1081177  1110218  1004906
  1070272  1074333   995478  1012587  5568378  1122358  1121384   906923
   892531   933637  9935616   882247   909714   954966   952972   916993
   829852  5981072   899624  1034176  1000237   892314 12301073 12301405
  8090532   849202  8090513  9245106   866755 12301839   887102  1065538
   985999   865705   871756 12349795   909268  5569230  9677236   938300
 13506200 12384775 12302069  5568249  1123022   866211  6602697  1070845
   948670   897954 10344585  8090536  9835509   860248   871061  6602729
  1108094  1074754  1082212  1138443]"
55,"[  871756   866211   885290  1004906   850102   883932   852856   917816
  1070702  1105301  1128240  6463775   914318  1044078   963835   919534
 12811532 12302069  1051211   865026  1127179   995896   844179   859154
  1050851  6533936  1132771   999714  1022097   952163   910032   861279
   906923  1042438  8090521 12263692   865528  1041796  1000753   847573
 12731714   838186   825343   865456  1124432  1100972  1046545  7168026
   896862   909714   952972  1012587  9296919   865174  1006184   835530
   999779  1023720   933067  1070272   874972 12810393   878285  1062002
   925862  1074754  1076056  1127831  6034857   854405   899624   912704
  1123022 10149640  1131344   965766   839419 12301405 13506200  1135834
   849202  8090513  6534030  1115576 12262778   828106   863447  1016800
  8090536  1022428   823990  8090537  8090532   944534   902094  1119761
   910473 12810391  8090509  1082212]"
56,"[ 1082185  1137775   863447  5568378   963835   849202   940947  5569230
  1055504  1105488  1101010   832678   844179  8090537  1004906 12301100
  1022097   839419  1126899   986912  1132771  1044078   951197   910032
  1127831   865026   993638   850102 13189726  9836106   854405  1042438
   965766   885863   999714   852856   946995  1115175   823721  1135834
  6533608   921504   878285  1046756  6533936  1018740   948650  1071342
   866871 12731714  1127179   904129   930118   952163   935317  1070820
  1037840  8203834   933835  1012587  1135222   906923  1098248  1099089
   937292   912704  1008547   961979   999250  1051211  6534077   995896
   999104   971922   957063  8090440  1040807   865528   883932   874972
   998206  1076056  1041796   908318   896613   819978 12301109   866211
   871061  1043751   845307  8090521  1135476 12262778  5569845  5569471
  1087102   944534  1028995   969568]"
57,"[  986912  7139529  1106523   872137  8090537  1105917   916122  1004906
   854852   871756  1051211   883932   848319  9835509  1081177  1041796
   965766  1067695   834117  1055425   832678  1127831  1027168  5568197
   968072   823721  1000753   957951   865528  1022254   979707   999779
  6034857   862799   925862   998206   957736   874972  1022097  1125278
   985999   865456  5592888   902172   897954  5568447 12262778   970747
   990797 12810393  8090521   961979   852856   913210   999714  1100972
   976199   907631   946995 12262978   896862   912704  8090532   835973
  8090509 12301073  1115175   838186   856942  1105301   999270 12731436
   933067   919423  1115576   999250  1070702  5569230   861279 12262830
   972665  5578547  5981072  8090539  1021116  1059902  1057102   844179
   856827  1103105  7024990  1038663  8090440   910673  1135476   891961
  1022428   953561   878996  1105488]"
58,"[ 1070820   976199   995965   834117  1062128  1127831  1126899   880427
  1057102  1102067   985999  1098844   916122  1104343   944836  5569230
  5569471   979707   901062  6034857  1005274   909714  1055425   892314
  1000237   938300  5569374  1029743  1106523   831628   854754   965766
   848319  1022254   854852  1136719 12171656   859427  5568729  6602729
   897954   925862   835098   891961   996028   912704   965842   919423
   951412  1075214   944137  1101706   834826   960732   902172  7139529
  1135258   948650   946995   999858   880150  1092303   913210  9835509
   856942  1080853   965267   866878   860299  7024990  1023720  1029894
   980823  1121393   930118   872137  9553397 10149640  1119405   844179
   990797  8273833   901776   995478   957736  1048257  1019643  1022097
  6514160  1006878   878996  5568447   991223   887102   966684   970747
  1009187   908318  1013167  5568249]"
59,"[ 6034857   909268  1106523  1056509  1004906   963971   866211   899624
  1044078  8090537   952163   957951   910032   857503 12810391   859191
   823704   949965  6534077   971922 10149640  5569327   897954  1051323
  1123842 12301109   825343   865456   902172   871756  1081177  1068719
   896085   930118  6463775   879504   882247  1074333   913210  1075214
  1070272  1110218  1131438  1051516 12301100   952972   883932   995965
  1132771   832678   865174   835098  9836106  1042907  5585510  8065410
  1042942   862799  9553288  1076056   866355   844179  1046545   916122
   965267  5568378  1006184   861279  6442594   965766   925862 12302069
  1127831   999714   848029   991223  1018007   944534  5591170   857006
 12810393  8291322   896613   999858   828106  8090521 12301839  5569230
  5569845  8090532   834117  9245106 12301405   878996  8090509  5591083
   930666  1000753   985999   874972]"
62,"[ 1070820  1106523  1126899  1029743   986912   894439  1085983  1130858
  1048257  1098284  6463775  1055425   944836  1134810   982469  1080853
  1131488   997796   844179  1044078   916122  1132771  7168026   957951
   832678  1131438  1131344  1019643   999198  1101706  1127758   925862
  1127831   930118  1110218 10149640   951412   836445   995478  1101010
   852856   883932   916993  1115175  6034857  1070272   971922   944486
  9707240  7441210  1038985  6533936   891961  1119761  6602697   957063
   947201   906844  1034176  1127716  6533608  6534077  1072523   824180
  9835509   847573  1105301  1115576   917033   874972  5569374   909268
  1050851   849202   857503  1016800  5569230   944534   917816   972143
 12731714   910032  1082212  1062128   948670   823704   956486   823990
   946839   839656  8090541   916990   961979   926905   885290  1130375
   910673   871756   887102   866211]"
